ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,target,prediction,prediction_proba
4651,D,Road,3,2,180,2,high,8,4408,0,F,M,0.545
8702,F,Ship,4,2,248,3,low,2,5028,1,M,M,0.73
9142,B,Ship,5,3,240,5,low,6,1489,0,M,M,0.56
10289,C,Flight,4,5,260,3,low,10,4331,0,M,M,0.57
535,D,Road,3,2,245,3,low,61,2188,1,F,F,0.445
5376,F,Ship,3,5,271,4,low,3,5831,1,M,M,0.62
4762,B,Ship,5,5,276,4,low,2,1411,1,M,M,0.68
3996,F,Ship,3,1,185,2,medium,8,5430,1,M,F,0.425
7262,F,Flight,4,3,148,5,medium,2,4065,1,M,F,0.46
9537,A,Ship,3,2,222,4,medium,10,5720,0,M,M,0.76
7708,B,Ship,6,3,219,5,low,9,1483,1,M,F,0.3
5500,B,Ship,6,4,256,4,low,9,1676,0,F,F,0.5
1049,C,Ship,5,2,162,3,high,57,1233,1,M,F,0.325
3666,F,Ship,2,5,135,6,medium,9,5777,1,F,F,0.45
451,D,Ship,4,4,244,3,medium,55,2782,1,F,F,0.42
4124,F,Flight,3,5,184,3,medium,1,4161,0,M,F,0.44
1063,D,Ship,4,2,272,4,low,62,2307,1,M,M,0.585
875,C,Ship,2,4,206,2,low,30,3955,1,F,F,0.46
4113,A,Flight,5,4,143,5,medium,5,4393,1,F,M,0.515
5536,B,Ship,7,1,244,5,medium,3,1418,1,F,M,0.56
10189,D,Ship,5,4,243,5,medium,4,1813,0,F,M,0.555
1525,D,Ship,3,1,249,3,low,43,3277,1,F,M,0.605
2448,F,Road,6,5,286,4,low,31,3774,1,F,M,0.515
7983,A,Ship,4,4,153,4,low,5,5162,0,M,F,0.5
9899,C,Ship,2,1,285,3,high,7,4999,0,F,M,0.555
8038,B,Ship,4,2,250,5,medium,10,1026,1,M,M,0.535
7822,B,Flight,5,5,142,4,medium,8,5372,0,M,M,0.63
4322,F,Ship,3,3,253,3,high,1,4263,1,M,F,0.415
6448,B,Flight,3,3,170,4,low,3,4049,0,M,M,0.6
10981,D,Ship,4,4,261,5,low,4,1649,1,F,F,0.31
6536,F,Ship,3,2,194,3,low,3,5779,1,F,F,0.445
6008,F,Road,6,1,306,4,low,1,1210,0,M,F,0.47
8918,F,Flight,5,5,269,5,low,5,1742,0,M,M,0.505
3533,C,Ship,4,4,218,4,low,6,4377,1,M,M,0.54
1260,F,Ship,5,1,144,2,low,20,1082,1,F,M,0.68
7026,F,Ship,4,1,112,6,medium,9,5248,1,M,F,0.47
270,F,Flight,4,5,208,3,medium,23,2056,1,M,M,0.51
520,B,Ship,3,1,215,3,medium,2,3873,1,F,M,0.575
6853,D,Flight,3,4,153,10,medium,4,5456,1,F,F,0.4
6391,D,Ship,4,5,219,2,high,4,4069,1,M,M,0.585
9671,C,Ship,4,2,258,5,medium,1,1920,0,M,M,0.53
5348,F,Flight,4,5,260,3,high,10,4919,0,M,M,0.665
9058,B,Flight,4,5,195,3,medium,7,4835,0,M,M,0.56
485,C,Ship,4,3,186,7,medium,30,2062,1,F,F,0.355
8186,F,Ship,3,3,250,2,medium,4,4380,0,F,F,0.415
4753,D,Ship,3,4,272,8,high,10,4070,0,F,M,0.525
996,F,Ship,4,2,141,2,medium,52,1012,1,M,F,0.475
196,B,Ship,2,5,140,3,low,30,1030,1,F,M,0.525
10110,F,Ship,2,3,216,3,high,9,4032,1,M,F,0.485
7075,D,Ship,4,4,213,3,low,1,4266,0,F,M,0.665
6048,F,Ship,6,3,295,5,low,4,1392,0,M,M,0.645
416,F,Flight,3,2,115,3,low,27,1814,1,F,F,0.34
8322,F,Ship,6,4,253,4,medium,10,1248,0,M,F,0.375
5100,F,Ship,3,5,275,3,low,6,5148,0,M,F,0.4
3649,D,Ship,3,2,245,2,low,4,4514,1,F,M,0.51
9757,D,Ship,5,1,135,3,low,10,5301,1,F,F,0.425
2772,F,Ship,6,5,249,5,medium,26,3897,1,M,M,0.55
7242,F,Road,4,5,129,5,medium,7,5554,1,M,M,0.525
10813,D,Road,3,3,139,3,low,7,5199,1,F,M,0.545
6047,C,Ship,5,2,275,5,low,9,1373,0,M,M,0.67
9607,D,Flight,3,1,168,4,medium,9,5136,0,F,F,0.47
1807,D,Ship,2,5,109,3,medium,12,1715,1,M,M,0.515
10901,C,Ship,5,5,196,4,medium,8,4604,1,M,F,0.445
2303,C,Road,5,2,234,6,low,58,2448,1,F,F,0.35
4233,A,Road,3,1,232,2,medium,10,4719,0,M,F,0.475
9380,F,Ship,6,1,144,4,low,5,5121,0,F,F,0.395
309,A,Ship,4,2,165,2,high,11,1596,1,M,M,0.61
9955,D,Ship,6,2,260,4,low,8,1522,0,F,F,0.445
74,F,Ship,4,5,215,3,medium,21,3984,1,F,M,0.66
10302,F,Ship,4,1,228,3,medium,4,5347,1,M,M,0.545
6588,F,Flight,6,1,254,4,medium,3,1488,1,F,F,0.475
3105,A,Ship,2,2,273,3,low,56,2633,1,M,F,0.46
5156,F,Ship,4,3,138,2,medium,9,5297,1,M,F,0.38
814,B,Road,3,2,140,2,high,7,1401,1,F,F,0.44
1636,B,Road,4,2,278,6,low,36,2330,1,F,F,0.425
6256,B,Ship,6,5,295,4,medium,5,1963,1,M,M,0.56
5893,D,Flight,3,5,218,3,low,2,5841,0,M,M,0.59
10113,A,Road,3,3,137,3,high,7,5794,1,M,F,0.47
10741,D,Ship,4,3,192,4,low,3,1406,1,F,M,0.55
10066,B,Ship,4,4,196,4,low,10,4871,1,F,F,0.305
7099,D,Road,5,5,238,8,low,9,5186,0,M,F,0.445
646,B,Ship,4,2,124,3,high,60,1107,1,M,F,0.405
4482,F,Ship,5,2,149,2,medium,8,5396,0,F,F,0.43
4268,F,Ship,4,1,169,4,low,10,4245,0,F,M,0.625
2246,F,Ship,5,3,206,2,medium,59,3278,1,F,M,0.625
1671,A,Ship,4,2,209,4,low,10,3370,1,F,F,0.455
5713,D,Ship,6,5,263,7,high,7,5216,1,M,M,0.62
314,F,Ship,4,3,272,3,medium,38,3705,1,M,F,0.48
8506,B,Flight,5,1,183,6,medium,2,5082,0,F,M,0.505
7673,C,Flight,6,5,219,5,low,2,1475,1,F,F,0.465
135,A,Flight,3,3,168,2,medium,1,1829,1,F,M,0.52
1109,C,Flight,4,4,232,3,medium,61,2484,1,F,M,0.53
4476,F,Ship,2,2,278,2,medium,9,4318,0,F,F,0.44
6307,D,Flight,5,3,221,5,low,2,1630,1,F,F,0.315
10042,B,Ship,3,3,165,2,low,1,5661,0,M,M,0.71
10118,F,Road,4,1,243,3,high,9,4277,0,F,M,0.55
7484,F,Ship,6,4,284,4,low,7,1584,0,M,F,0.475
4097,C,Road,3,5,215,3,low,4,4828,1,M,M,0.56
1412,F,Ship,3,2,240,6,low,26,2683,1,F,M,0.63
9435,A,Road,3,1,146,5,low,10,1737,0,M,F,0.47
3297,A,Flight,5,4,233,2,low,7,4597,1,F,M,0.665
483,A,Ship,3,3,220,7,low,25,2141,1,M,F,0.38
6873,A,Ship,2,3,164,5,low,7,1243,0,M,F,0.385
2200,B,Flight,5,5,216,2,high,33,3202,1,M,M,0.56
10628,F,Ship,3,5,136,3,medium,7,4147,0,F,F,0.45
8055,A,Ship,5,1,267,5,medium,10,1818,0,F,F,0.485
10027,D,Ship,5,3,255,4,medium,4,4178,1,F,F,0.455
4839,A,Ship,2,2,251,6,medium,1,4165,1,F,M,0.52
5457,A,Road,3,5,240,8,low,9,4436,1,M,F,0.475
10785,A,Ship,5,3,137,4,low,2,1034,0,F,F,0.425
9791,C,Ship,3,2,162,3,medium,4,4812,1,M,M,0.61
3313,D,Ship,3,1,153,3,low,10,5121,1,M,M,0.54
8694,F,Ship,6,2,164,4,low,6,5264,0,M,M,0.57
7494,F,Ship,3,3,239,3,low,4,1399,0,F,M,0.505
9206,F,Ship,4,4,144,3,low,6,4137,1,M,F,0.465
9259,D,Ship,5,1,176,4,low,1,4270,1,F,F,0.44
8391,A,Ship,3,1,133,3,medium,5,4538,0,F,M,0.665
10184,F,Ship,5,3,233,5,medium,3,1398,0,F,F,0.41
3638,F,Ship,5,5,136,3,low,4,4218,1,M,F,0.455
2178,F,Road,4,4,139,3,high,64,1415,1,F,F,0.415
4810,B,Flight,2,5,198,2,medium,4,1913,1,M,F,0.42
7418,F,Ship,7,5,282,5,low,7,1260,1,M,M,0.6
925,D,Ship,4,1,161,2,high,41,1992,1,F,M,0.555
4288,B,Ship,2,3,147,3,low,5,5013,0,F,F,0.45
1729,D,Ship,2,3,249,2,low,1,2905,1,M,M,0.6
3800,F,Ship,4,3,247,2,medium,3,4862,1,F,F,0.5
5558,F,Ship,5,1,178,2,low,5,4369,0,F,F,0.465
2291,C,Ship,4,2,273,4,low,26,3223,1,F,F,0.4
6010,B,Road,4,2,265,6,low,8,1391,1,M,M,0.635
6346,B,Ship,3,4,267,3,high,8,5337,1,M,F,0.385
9875,C,Flight,3,3,179,8,high,3,5429,1,F,M,0.545
7838,F,Ship,3,5,187,4,medium,4,5640,0,F,F,0.465
6367,D,Ship,3,5,227,3,high,9,4892,1,M,F,0.41
3338,F,Ship,6,2,204,4,medium,2,4431,0,F,M,0.54
1569,A,Ship,3,2,174,3,low,4,1337,1,M,M,0.505
2746,B,Flight,2,4,159,3,medium,47,1547,1,M,M,0.595
3052,B,Ship,3,3,231,3,medium,53,2333,1,M,F,0.465
5052,F,Road,3,1,149,3,medium,5,4805,1,M,M,0.67
2249,C,Ship,5,1,189,3,medium,13,3492,1,M,F,0.26
9253,D,Ship,3,4,257,4,medium,8,4780,0,F,M,0.575
7095,A,Ship,3,2,182,10,low,1,4303,0,M,M,0.555
4397,C,Flight,3,1,223,3,medium,4,4495,1,F,F,0.5
6872,F,Ship,5,2,266,5,low,10,1274,1,F,M,0.64
9078,F,Ship,3,2,247,2,high,1,4242,0,M,M,0.505
7632,F,Ship,5,4,225,2,low,8,4725,0,M,F,0.47
6567,A,Road,4,4,249,6,low,1,1398,1,F,F,0.435
9851,C,Road,3,2,122,4,low,9,5299,1,F,F,0.38
4522,B,Flight,3,3,260,4,low,8,5595,1,M,M,0.57
4514,F,Road,4,4,197,5,low,8,4793,0,M,F,0.415
4419,A,Ship,3,1,238,3,medium,5,4399,1,F,M,0.57
5178,F,Ship,3,2,226,4,medium,8,5225,0,F,F,0.43
1275,A,Ship,4,2,255,4,low,62,3198,1,F,M,0.51
2013,A,Ship,3,4,195,3,medium,23,3499,1,M,F,0.45
1300,B,Ship,3,4,160,2,medium,32,1085,1,M,F,0.48
266,F,Road,7,2,203,5,medium,61,1856,1,F,F,0.45
4168,B,Ship,3,2,231,3,low,5,5046,0,F,F,0.375
2351,C,Ship,5,1,170,3,high,58,1651,1,M,F,0.32
9922,B,Ship,4,1,258,5,low,8,1306,0,M,F,0.355
1308,F,Ship,3,1,203,2,medium,51,3976,1,F,F,0.315
770,F,Ship,4,1,114,3,medium,9,1240,1,F,M,0.58
10872,F,Ship,3,5,205,4,low,9,4819,1,F,F,0.39
6821,C,Ship,4,4,273,5,low,10,1316,0,M,M,0.555
4533,A,Flight,4,5,140,3,low,7,5383,0,F,M,0.6
1113,A,Flight,5,1,222,3,high,21,2351,1,M,M,0.53
7756,B,Ship,6,3,250,4,low,9,1618,0,M,F,0.405
10230,F,Ship,5,3,284,5,medium,4,5343,1,F,M,0.565
3880,B,Ship,5,2,175,3,low,1,4019,0,M,F,0.48
5623,D,Flight,4,3,266,6,medium,5,5209,0,F,F,0.355
7824,F,Flight,3,5,257,3,medium,4,5196,1,M,F,0.425
4462,B,Ship,4,5,199,5,medium,8,5669,1,M,F,0.42
7902,F,Ship,5,2,182,3,low,10,4128,1,F,M,0.675
7801,D,Road,4,5,192,2,high,4,4518,0,F,M,0.665
6272,F,Ship,5,5,232,3,low,4,1716,1,M,M,0.61
3233,C,Ship,3,3,255,2,low,8,5955,1,M,M,0.59
10527,A,Road,4,1,204,6,low,1,4943,0,M,F,0.395
2597,C,Road,3,5,189,3,low,61,2203,1,F,F,0.38
7749,A,Ship,4,2,270,5,medium,9,1167,0,M,F,0.42
1839,A,Ship,4,1,253,3,low,31,3632,1,M,F,0.445
10423,D,Flight,3,2,257,3,medium,9,5236,0,M,F,0.46
6954,F,Ship,3,1,207,2,low,7,5596,0,F,F,0.285
2990,F,Road,5,1,206,4,low,62,1137,1,M,M,0.55
6058,B,Ship,3,5,186,2,medium,8,5924,0,M,M,0.55
4324,B,Ship,3,4,268,2,medium,8,1991,1,M,M,0.54
5550,F,Ship,3,4,168,2,medium,9,5235,1,M,F,0.445
5877,A,Road,4,3,203,4,low,1,5274,0,F,M,0.595
8936,F,Ship,6,4,279,4,low,5,1241,0,F,M,0.565
1727,C,Ship,5,2,150,3,medium,63,1807,1,M,F,0.375
5358,F,Flight,4,5,183,2,medium,2,4533,1,F,F,0.36
8374,B,Flight,2,1,168,4,low,6,4800,0,M,F,0.415
3901,D,Ship,3,2,220,3,medium,8,4148,0,M,M,0.545
4158,F,Ship,3,1,243,2,medium,10,5460,0,M,F,0.37
1983,A,Ship,4,5,134,4,low,36,1191,1,M,F,0.48
9994,B,Road,5,2,271,4,low,4,4066,0,F,F,0.415
2167,D,Road,3,4,244,3,low,46,2844,1,F,F,0.38
1607,C,Ship,4,4,209,3,medium,37,3026,1,M,M,0.555
5975,C,Ship,4,3,274,2,low,1,4762,0,M,M,0.525
507,A,Ship,4,4,155,3,medium,35,1421,1,F,F,0.495
9624,F,Ship,6,3,304,4,low,3,1752,1,M,F,0.5
6788,F,Ship,4,4,247,3,high,2,5324,1,F,F,0.35
4523,C,Flight,3,1,269,2,medium,6,5703,1,M,M,0.515
9850,B,Road,5,1,243,3,medium,10,4037,0,F,F,0.365
8346,F,Road,4,4,269,5,medium,2,1473,0,F,M,0.505
5514,F,Ship,4,1,233,4,low,2,1809,0,M,M,0.515
7900,B,Ship,5,5,261,5,medium,9,5385,0,M,F,0.495
5847,A,Ship,5,5,193,5,high,4,5087,1,F,F,0.495
9770,F,Ship,4,4,246,3,low,7,4090,0,F,F,0.495
6733,D,Ship,4,5,162,3,medium,10,4850,1,F,F,0.37
3874,B,Ship,4,5,216,3,medium,1,5167,1,M,M,0.59
5147,C,Ship,3,4,243,4,medium,10,4076,0,F,F,0.44
8873,C,Ship,5,3,237,5,medium,4,1567,0,F,M,0.625
781,D,Ship,4,5,252,3,low,16,2332,1,M,F,0.455
4566,F,Ship,6,2,282,5,medium,5,1818,1,M,M,0.545
6837,A,Road,4,3,247,3,high,1,5214,0,F,F,0.475
5845,D,Ship,3,4,98,3,low,5,4432,0,M,F,0.37
2480,F,Flight,3,1,257,2,low,45,3496,1,F,M,0.565
7104,F,Road,6,2,139,6,medium,8,1691,1,M,F,0.485
640,B,Ship,3,4,247,4,low,59,2939,1,M,F,0.365
5517,A,Ship,6,2,290,4,medium,2,1070,1,M,M,0.545
3819,A,Road,4,3,247,10,high,10,5882,0,M,M,0.585
2592,F,Road,5,5,266,4,medium,62,2201,1,M,M,0.53
7211,C,Ship,6,5,248,4,low,10,1005,0,F,F,0.345
2936,F,Ship,4,4,170,3,low,29,1188,1,M,F,0.48
4083,A,Ship,6,2,144,7,high,1,5501,0,M,M,0.51
7296,F,Ship,4,3,252,2,low,6,5266,1,M,M,0.585
3524,F,Ship,2,3,226,3,low,8,5119,0,M,F,0.48
5781,A,Ship,5,4,269,5,low,4,1537,1,F,M,0.65
9262,B,Ship,4,3,213,3,medium,2,5432,1,M,F,0.425
2030,F,Road,3,3,176,2,low,58,1730,1,F,F,0.48
9297,A,Road,4,4,128,6,medium,3,5459,0,F,F,0.47
4997,C,Ship,5,2,233,3,high,7,5323,1,M,M,0.62
3087,A,Ship,3,2,223,2,low,64,3595,1,M,F,0.465
9705,A,Road,5,2,272,5,low,8,1317,0,M,F,0.42
10491,A,Ship,3,1,194,4,low,8,4308,0,F,F,0.425
7613,C,Ship,4,2,273,3,low,2,5712,0,M,M,0.64
8223,A,Flight,4,2,203,4,medium,9,4217,0,F,M,0.575
6581,C,Flight,6,5,305,4,medium,10,1418,1,M,F,0.415
4627,D,Ship,3,1,152,3,low,3,5839,1,F,M,0.65
9701,C,Road,5,3,256,6,medium,3,1441,0,M,F,0.455
6283,D,Road,6,2,251,4,medium,9,1322,1,F,F,0.405
7926,F,Road,4,1,208,2,low,5,5707,1,F,F,0.37
9584,F,Road,3,2,145,2,low,3,4409,0,M,F,0.47
4611,A,Ship,3,3,152,3,low,6,5749,1,M,M,0.61
4065,A,Ship,3,1,169,3,low,6,4081,1,F,F,0.415
9238,B,Ship,4,4,246,2,medium,2,4633,1,F,F,0.38
5095,D,Ship,4,3,133,2,low,9,4145,0,M,F,0.43
2092,B,Ship,2,4,225,10,high,56,3384,1,M,M,0.555
7651,D,Road,6,4,201,4,low,8,5355,1,F,M,0.545
1638,F,Road,5,4,140,4,high,5,1130,1,F,M,0.58
2143,D,Ship,3,5,199,3,medium,62,3259,1,F,F,0.38
9234,F,Ship,3,5,286,6,medium,3,4424,0,M,F,0.47
5043,A,Road,6,3,247,4,medium,9,1011,0,F,M,0.58
8367,A,Flight,5,4,136,4,low,9,5469,0,M,M,0.51
7793,C,Road,3,1,194,3,medium,4,5383,1,F,M,0.51
1840,B,Ship,3,2,188,3,medium,3,3837,1,M,M,0.56
1831,D,Ship,4,5,163,3,low,38,1146,1,M,F,0.45
4044,F,Ship,3,3,185,3,medium,10,4387,0,F,F,0.435
5400,F,Ship,5,1,263,3,medium,6,4505,1,M,M,0.675
4398,F,Flight,5,2,143,4,low,10,5400,0,F,M,0.55
2282,F,Ship,3,2,191,3,high,42,2374,1,F,F,0.41
6079,D,Ship,4,1,239,4,high,2,5502,0,M,F,0.365
10401,A,Road,2,1,235,3,high,8,4522,1,M,M,0.52
5739,A,Road,3,3,245,2,low,4,4719,1,F,M,0.56
1127,C,Ship,4,3,263,4,medium,23,2960,1,M,M,0.58
6523,D,Ship,3,5,270,6,medium,9,4195,0,F,M,0.55
6857,C,Flight,3,5,151,6,low,8,4692,1,M,F,0.47
10924,B,Ship,5,5,221,5,low,3,1220,0,F,F,0.495
7093,D,Ship,3,1,167,2,low,1,5749,0,M,M,0.535
378,F,Ship,5,3,238,2,medium,21,2053,1,F,F,0.3
8461,D,Ship,3,5,167,2,medium,8,5083,0,F,F,0.37
3796,B,Ship,3,5,252,3,high,4,4248,0,F,M,0.54
7501,D,Ship,7,2,300,4,medium,10,1179,0,F,F,0.33
2879,C,Flight,3,2,224,3,medium,63,2085,1,M,F,0.45
10535,C,Road,5,1,152,3,medium,3,5981,0,F,F,0.49
425,C,Flight,4,1,203,4,low,34,3813,1,M,F,0.475
3791,C,Ship,4,2,245,2,low,8,5871,1,M,F,0.365
5695,D,Ship,5,3,142,4,medium,4,5116,1,F,F,0.385
9679,D,Ship,6,5,298,4,low,3,1009,1,M,F,0.375
1411,D,Ship,3,4,110,3,low,55,1281,1,F,M,0.55
739,D,Ship,3,2,223,3,medium,6,2127,1,F,M,0.58
762,F,Ship,3,4,218,3,low,22,3818,1,M,M,0.615
8464,B,Ship,4,1,202,2,medium,10,5428,1,M,M,0.57
10273,D,Flight,4,4,160,3,medium,5,4440,0,M,F,0.335
10018,B,Flight,5,4,235,3,medium,8,4636,0,F,M,0.55
56,F,Ship,2,5,246,5,low,46,2437,1,M,M,0.515
3433,D,Flight,4,1,175,4,low,2,4053,0,M,F,0.495
1340,F,Ship,2,2,240,3,low,53,2980,1,M,M,0.61
4154,F,Ship,3,4,134,3,low,9,4436,0,F,M,0.535
9416,F,Ship,4,4,275,5,medium,5,1117,0,M,F,0.43
3009,A,Road,3,1,159,2,medium,44,1806,1,F,M,0.515
5353,D,Flight,5,4,235,2,medium,9,5549,0,M,M,0.525
4555,D,Ship,6,4,275,4,low,4,1192,1,F,F,0.255
795,A,Ship,4,5,255,4,low,14,3099,1,M,F,0.39
6937,D,Ship,4,4,191,2,low,1,4318,1,M,M,0.605
6288,F,Road,5,2,254,5,medium,6,1002,0,M,F,0.4
9741,A,Flight,4,3,170,2,low,2,5607,0,M,M,0.525
7981,D,Ship,2,4,165,3,medium,7,5856,0,M,M,0.555
10609,D,Ship,3,1,133,3,low,10,5640,0,F,F,0.43
8980,B,Ship,3,3,265,3,low,10,4093,1,F,F,0.495
8299,D,Ship,3,4,209,2,high,5,4363,0,F,M,0.615
4925,C,Road,4,4,196,5,high,7,4622,0,F,M,0.555
7430,F,Ship,3,5,194,2,medium,7,4809,0,F,F,0.485
5791,D,Ship,7,4,285,4,medium,2,1017,1,F,F,0.49
2712,F,Ship,5,2,246,2,medium,13,2652,1,M,F,0.405
10496,F,Ship,4,2,214,6,medium,9,4736,1,M,F,0.38
6619,D,Ship,4,1,247,6,low,4,1349,1,M,M,0.68
10380,F,Ship,4,1,171,2,low,6,5719,1,F,M,0.595
1985,C,Ship,3,3,154,2,low,57,1096,1,F,M,0.64
10918,B,Ship,4,1,225,5,low,3,1488,0,M,F,0.405
8095,D,Flight,4,1,211,3,medium,2,5851,0,F,M,0.65
531,A,Road,3,2,237,2,high,26,3103,1,M,F,0.495
1888,B,Ship,3,5,203,3,low,58,3231,1,F,F,0.345
8977,D,Ship,3,2,233,3,medium,7,5838,0,M,M,0.52
1034,F,Ship,2,2,198,2,low,11,3686,1,M,M,0.545
1149,A,Ship,3,1,140,2,medium,55,1339,1,F,F,0.415
7364,F,Ship,4,4,163,3,medium,7,4463,0,M,M,0.525
901,D,Ship,5,5,253,6,medium,59,2627,1,M,F,0.32
10819,D,Flight,4,1,135,4,low,5,5934,0,F,M,0.535
1016,F,Ship,3,4,186,2,low,63,3447,1,M,M,0.53
6249,A,Ship,5,2,145,3,medium,2,4836,0,M,M,0.6
1408,B,Ship,4,4,185,3,low,13,2080,1,M,F,0.445
4773,A,Road,5,3,269,3,low,8,4811,0,F,F,0.475
8315,C,Ship,7,2,281,4,low,6,1118,1,F,F,0.5
1038,F,Ship,3,1,156,3,medium,49,1253,1,M,M,0.56
6728,F,Flight,2,3,226,2,medium,2,4566,0,M,F,0.38
3600,F,Ship,3,4,217,3,low,5,4883,1,F,F,0.445
7182,F,Ship,6,5,255,4,low,3,1624,1,M,M,0.63
6783,A,Ship,5,2,168,2,low,6,5464,1,M,M,0.625
5916,F,Ship,5,5,185,3,low,5,4520,1,M,M,0.595
2496,F,Ship,3,5,229,3,medium,12,3049,1,F,F,0.49
8164,B,Ship,5,1,146,3,high,3,4345,1,F,M,0.565
6526,B,Ship,4,4,177,6,low,6,5451,1,M,M,0.56
1383,A,Flight,6,2,225,6,low,44,2057,1,M,F,0.42
10095,A,Ship,3,5,271,2,medium,6,4020,1,F,M,0.615
5768,F,Flight,5,4,259,5,low,2,1627,1,F,F,0.4
7932,F,Road,4,3,153,7,medium,4,4499,1,F,M,0.575
5633,C,Flight,5,4,217,2,medium,3,5925,0,F,M,0.515
5816,F,Ship,5,3,218,3,medium,4,4198,1,F,F,0.43
4153,D,Ship,5,4,160,3,high,10,5527,0,M,M,0.505
8389,D,Ship,2,4,149,5,medium,7,5541,0,F,F,0.465
5435,C,Ship,4,4,241,3,low,8,5206,1,F,F,0.42
10532,F,Road,5,4,236,4,medium,6,4457,0,M,F,0.495
10424,F,Flight,3,3,252,2,high,1,5707,1,M,M,0.59
8594,F,Ship,3,3,188,4,medium,1,4296,1,M,F,0.485
10091,C,Ship,4,5,141,2,low,1,4395,1,M,M,0.535
6895,D,Ship,6,5,308,4,low,2,1125,1,M,F,0.465
277,D,Flight,4,2,136,3,low,65,1962,1,F,F,0.48
9192,F,Flight,6,3,266,4,low,9,1106,1,F,M,0.54
2261,C,Ship,3,2,208,4,medium,52,2900,1,M,M,0.585
7377,A,Road,3,1,201,2,medium,4,4857,1,F,F,0.455
6435,A,Flight,4,2,238,2,medium,9,4937,0,F,M,0.505
1535,C,Ship,3,5,169,2,low,20,1021,1,F,M,0.545
6642,F,Ship,5,5,135,2,low,1,4324,1,F,F,0.44
9374,F,Ship,4,2,196,5,low,5,4994,0,M,F,0.43
8679,A,Ship,3,1,198,3,low,3,4965,1,M,M,0.52
5378,F,Ship,5,1,170,4,high,6,5258,1,M,M,0.54
7030,B,Ship,5,1,159,2,medium,5,4382,0,F,M,0.56
436,B,Ship,3,1,112,2,high,22,1846,1,M,M,0.515
3993,A,Ship,5,4,178,5,low,9,4729,1,F,M,0.545
3398,F,Ship,4,4,176,3,low,1,4774,0,F,F,0.435
3462,F,Ship,3,3,144,2,low,6,5994,1,M,F,0.495
6966,F,Road,4,5,268,6,medium,7,4709,0,F,F,0.475
444,F,Ship,4,4,207,2,medium,35,2596,1,M,F,0.345
4362,F,Road,5,1,172,5,medium,1,4730,0,F,F,0.485
9136,B,Ship,6,5,253,4,medium,8,1899,1,M,F,0.355
3458,F,Ship,4,5,136,3,low,1,4585,1,F,F,0.42
1961,C,Ship,3,3,207,3,low,62,3277,1,F,F,0.445
4825,D,Ship,5,1,285,4,medium,10,1428,0,F,F,0.465
5406,F,Ship,2,2,146,4,low,4,5817,0,M,M,0.56
3648,F,Ship,4,2,147,3,low,5,5174,0,F,M,0.575
3958,B,Road,3,3,250,3,low,5,4625,0,F,F,0.42
6587,C,Flight,6,4,299,4,medium,9,1036,1,M,F,0.4
9373,D,Ship,4,5,271,4,medium,9,5057,0,M,F,0.48
8967,A,Ship,4,4,258,3,high,10,4958,1,M,F,0.375
4267,D,Ship,3,2,169,3,low,3,5673,0,F,F,0.41
8125,D,Ship,4,5,275,6,low,3,5008,0,M,M,0.565
6928,B,Ship,6,4,283,4,low,8,1480,0,F,F,0.38
749,C,Ship,3,2,182,3,medium,39,3828,1,F,F,0.355
746,F,Ship,7,5,243,5,medium,28,1100,1,M,F,0.485
3386,F,Ship,5,3,250,3,medium,4,4343,0,M,M,0.56
1900,B,Road,2,5,104,7,low,12,1064,1,M,F,0.475
4306,B,Ship,6,1,271,10,medium,5,5459,0,M,F,0.355
4221,A,Road,4,5,204,3,medium,4,5476,0,F,F,0.49
4449,A,Ship,5,1,246,2,low,4,5461,0,F,M,0.55
5898,F,Flight,5,4,151,5,low,1,4122,0,F,F,0.5
9356,F,Ship,6,4,257,4,low,4,1451,0,F,F,0.475
7276,B,Flight,4,3,256,3,low,4,5068,1,F,M,0.545
3378,F,Ship,4,4,190,3,low,2,4800,0,M,M,0.555
297,A,Ship,4,2,183,3,medium,12,3646,1,F,F,0.45
6850,B,Flight,3,1,158,7,medium,6,4166,0,F,M,0.505
658,B,Ship,3,1,242,3,medium,10,3606,1,F,M,0.635
721,D,Ship,5,3,170,3,low,12,1018,1,F,F,0.445
7032,F,Ship,5,5,125,3,low,10,4997,0,M,M,0.585
7325,C,Ship,3,1,212,2,medium,7,5022,0,M,F,0.445
9197,C,Ship,5,5,262,5,low,2,1304,0,M,M,0.57
7315,D,Ship,3,1,183,4,low,5,5326,0,M,F,0.48
10828,B,Flight,6,5,225,3,medium,10,4972,0,M,M,0.62
8913,A,Flight,5,3,229,5,low,1,1196,0,F,M,0.62
4004,F,Ship,2,2,158,3,medium,2,4153,0,F,M,0.57
8494,B,Flight,3,1,267,2,low,7,4486,1,M,F,0.475
1679,C,Ship,4,2,190,2,medium,37,2563,1,M,M,0.54
10363,D,Ship,3,3,217,3,low,6,4887,0,F,F,0.5
251,C,Road,2,3,155,3,low,45,1639,1,F,F,0.42
10514,F,Ship,3,4,205,3,low,7,4490,0,F,F,0.44
10709,C,Ship,5,1,262,5,medium,9,1893,0,F,F,0.41
10213,D,Ship,5,5,237,5,medium,9,1709,0,F,M,0.715
5754,F,Flight,3,4,239,8,high,4,4192,0,M,M,0.715
